"time","global_population","trialnum"
1889,NA,1
1890,NA,1
1891,NA,1
1892,NA,1
1893,NA,1
1894,NA,1
1895,NA,1
1896,NA,1
1897,NA,1
1898,NA,1
1899,NA,1
1900,NA,1
1901,NA,1
1902,NA,1
1903,NA,1
1904,NA,1
1905,NA,1
1906,NA,1
1907,NA,1
1908,NA,1
1909,NA,1
1910,NA,1
1911,NA,1
1912,NA,1
1913,NA,1
1914,NA,1
1915,NA,1
1916,NA,1
1917,NA,1
1918,NA,1
1919,NA,1
1920,NA,1
1921,NA,1
1922,NA,1
1923,NA,1
1924,NA,1
1925,NA,1
1926,NA,1
1927,NA,1
1928,NA,1
1929,NA,1
1930,NA,1
1931,NA,1
1932,NA,1
1933,NA,1
1934,NA,1
1935,NA,1
1936,NA,1
1937,NA,1
1938,NA,1
1939,NA,1
1940,NA,1
1941,NA,1
1942,NA,1
1943,NA,1
1944,NA,1
1945,NA,1
1946,NA,1
1947,NA,1
1948,NA,1
1949,NA,1
1950,NA,1
1951,NA,1
1952,NA,1
1953,NA,1
1954,NA,1
1955,NA,1
1956,NA,1
1957,NA,1
1958,NA,1
1959,NA,1
1960,NA,1
1961,NA,1
1962,NA,1
1963,NA,1
1964,NA,1
1965,NA,1
1966,NA,1
1967,NA,1
1968,NA,1
1969,NA,1
1970,NA,1
1971,NA,1
1972,NA,1
1973,NA,1
1974,NA,1
1975,NA,1
1976,NA,1
1977,NA,1
1978,NA,1
1979,NA,1
1980,NA,1
1981,NA,1
1982,NA,1
1983,NA,1
1984,NA,1
1985,NA,1
1986,NA,1
1987,NA,1
1988,NA,1
1989,NA,1
1990,NA,1
1991,NA,1
1992,NA,1
1993,NA,1
1994,NA,1
1995,NA,1
1996,NA,1
1997,NA,1
1998,NA,1
1999,NA,1
2000,NA,1
2001,NA,1
2002,NA,1
2003,NA,1
2004,NA,1
2005,NA,1
2006,NA,1
2007,NA,1
2008,NA,1
2009,NA,1
2010,NA,1
2011,NA,1
2012,NA,1
2013,NA,1
2014,NA,1
2015,NA,1
2016,NA,1
2017,NA,1
2018,NA,1
2019,NA,1
2020,7752.698916000001,1
2021,7824.819727069249,1
2022,7898.201229012256,1
2023,7972.869932451743,1
2024,8048.853031146767,1
2025,8126.17842107634,1
2026,8197.356324210103,1
2027,8269.844110867569,1
2028,8343.67316205322,1
2029,8418.87596284944,1
2030,8495.486154736866,1
2031,8555.672514993345,1
2032,8616.979580117939,1
2033,8679.43159520064,1
2034,8743.053492392164,1
2035,8807.870914783778,1
2036,8865.589335994655,1
2037,8924.3299033891,1
2038,8984.111517125473,1
2039,9044.953524330533,1
2040,9106.87573070647,1
2041,9156.096625963844,1
2042,9206.271118858249,1
2043,9257.417443086155,1
2044,9309.554342137508,1
2045,9362.701086752082,1
2046,9408.958274032413,1
2047,9456.198474848472,1
2048,9504.440566827492,1
2049,9553.703933250434,1
2050,9604.008477320212,1
2051,9644.501920624005,1
2052,9685.896089035119,1
2053,9728.20545010586,1
2054,9771.444801859061,1
2055,9815.629280061605,1
2056,9848.680909835672,1
2057,9882.575201200036,1
2058,9917.32478938628,1
2059,9952.942605754797,1
2060,9989.44188404755,1
2061,10007.458821040946,1
2062,10026.408892704878,1
2063,10046.307463713096,1
2064,10067.170348898857,1
2065,10089.013825215347,1
2066,10100.843893974936,1
2067,10113.27270517537,1
2068,10126.305583093532,1
2069,10139.947978869417,1
2070,10154.205472842788,1
2071,10159.07036478527,1
2072,10164.611116415203,1
2073,10170.833491723322,1
2074,10177.74341459417,1
2075,10185.34697162599,1
2076,10189.218266250457,1
2077,10193.781669081214,1
2078,10199.043945920024,1
2079,10205.01205760704,1
2080,10211.693163902682,1
2081,10220.243151786892,1
2082,10229.30768364866,1
2083,10238.890387254485,1
2084,10248.994986281301,1
2085,10259.625301458816,1
2086,10259.078450817822,1
2087,10259.251345192077,1
2088,10260.150257358977,1
2089,10261.781689207912,1
2090,10264.15237702173,1
2091,10258.36632275455,1
2092,10253.24283920616,1
2093,10248.784453777198,1
2094,10244.993810011847,1
2095,10241.873668521754,1
2096,10228.233810357338,1
2097,10215.261062438842,1
2098,10202.957854958453,1
2099,10191.326754993685,1
2100,10180.370468121275,1
2101,10157.730031842077,1
2102,10135.76955499585,1
2103,10114.48906906606,1
2104,10093.888729808685,1
2105,10073.968818108811,1
2106,10044.741787690431,1
2107,10016.19131721571,1
2108,9988.315870583205,1
2109,9961.11402566092,1
2110,9934.584474578296,1
2111,9916.249457607642,1
2112,9898.570662404834,1
2113,9881.548250335343,1
2114,9865.182503732032,1
2115,9849.473826517291,1
2116,9824.68256064357,1
2117,9800.543381194102,1
2118,9777.055271268564,1
2119,9754.217332170574,1
2120,9732.02878370006,1
2121,9705.848138052523,1
2122,9680.217763114237,1
2123,9655.136572611349,1
2124,9630.603569190142,1
2125,9606.617844632563,1
2126,9572.303188181259,1
2127,9538.578171356525,1
2128,9505.43969602793,1
2129,9472.884742792545,1
2130,9440.910370396163,1
2131,9393.409327832607,1
2132,9346.60510496188,1
2133,9300.490810277683,1
2134,9255.059676903125,1
2135,9210.305060958277,1
2136,9165.263629197965,1
2137,9120.932533315083,1
2138,9077.305471627595,1
2139,9034.376271558895,1
2140,8992.138887938107,1
2141,8948.293105521489,1
2142,8905.098377576107,1
2143,8862.54698960499,1
2144,8820.631361940308,1
2145,8779.344047350185,1
2146,8732.585547601779,1
2147,8686.433461095621,1
2148,8640.881329353915,1
2149,8595.922799007092,1
2150,8551.551620358789,1
2151,8506.09144259695,1
2152,8461.252727961493,1
2153,8417.028995399221,1
2154,8373.41386209177,1
2155,8330.401042068503,1
2156,8285.705029292267,1
2157,8241.522869614802,1
2158,8197.849161375267,1
2159,8154.678576377191,1
2160,8112.005858840758,1
2161,8056.3484286657595,1
2162,8001.337046656299,1
2163,7946.965634139109,1
2164,7893.22822449615,1
2165,7840.118962131492,1
2166,7786.093560889383,1
2167,7732.623331223653,1
2168,7679.702134062017,1
2169,7627.323911147434,1
2170,7575.482683843135,1
2171,7514.994044332834,1
2172,7455.178204092972,1
2173,7396.026884322148,1
2174,7337.531923218682,1
2175,7279.68527426092,1
2176,7217.751833361105,1
2177,7156.526065116016,1
2178,7095.99923903365,1
2179,7036.162754002783,1
2180,6977.008136231202,1
2181,6917.38197715254,1
2182,6858.458327678724,1
2183,6800.228177263278,1
2184,6742.682646866529,1
2185,6685.812986855796,1
2186,6625.393053638684,1
2187,6565.674108634958,1
2188,6506.646856908842,1
2189,6448.302140695319,1
2190,6390.630937202613,1
2191,6332.480025789185,1
2192,6275.000434233375,1
2193,6218.183170059399,1
2194,6162.019375052624,1
2195,6106.500323095483,1
2196,6046.222712259406,1
2197,5986.686433481109,1
2198,5927.881105981441,1
2199,5869.796510522263,1
2200,5812.422586711586,1
2201,5754.686182109173,1
2202,5697.659873094583,1
2203,5641.333966494651,1
2204,5585.698917551962,1
2205,5530.745327532324,1
2206,5475.127449961817,1
2207,5420.187369050342,1
2208,5365.916350320421,1
2209,5312.30578483289,1
2210,5259.347187298234,1
2211,5205.351906216631,1
2212,5151.983820363097,1
2213,5099.235347403792,1
2214,5047.099006987041,1
2215,4995.567419412751,1
2216,4944.662389589003,1
2217,4894.355360831313,1
2218,4844.6387743030555,1
2219,4795.505174592749,1
2220,4746.94720821516,1
2221,4694.19673028998,1
2222,4642.089465970682,1
2223,4590.617070419804,1
2224,4539.771313318176,1
2225,4489.544077214573,1
2226,4441.088236212963,1
2227,4393.2237987659855,1
2228,4345.943213338524,1
2229,4299.239030583747,1
2230,4253.103901931782,1
2231,4209.72989781852,1
2232,4166.856051841696,1
2233,4124.476102828619,1
2234,4082.583873246061,1
2235,4041.1732680252435,1
2236,4001.784807548062,1
2237,3962.82529550871,1
2238,3924.2899622036075,1
2239,3886.1740961957767,1
2240,3848.4730436279306,1
2241,3810.1439236279816,1
2242,3772.299380122618,1
2243,3734.9341262222874,1
2244,3698.042952056841,1
2245,3661.6207238840693,1
2246,3627.9678964311493,1
2247,3594.6626069311815,1
2248,3561.701030474216,1
2249,3529.0793889352803,1
2250,3496.7939503541943,1
2251,3463.5696361899195,1
2252,3430.820645407812,1
2253,3398.5435063203463,1
2254,3366.734863109396,1
2255,3335.391475976339,1
2256,3303.7670245347927,1
2257,3272.507558080819,1
2258,3241.60870748295,1
2259,3211.066162938204,1
2260,3180.875673107951,1
2261,3153.0167594980285,1
2262,3125.4462542116266,1
2263,3098.161258454059,1
2264,3071.158912066781,1
2265,3044.436393133848,1
2266,3018.8893002259524,1
2267,2993.61141931808,1
2268,2968.59992685482,1
2269,2943.852038705672,1
2270,2919.365009705583,1
2271,2898.3759970245014,1
2272,2877.5885498902026,1
2273,2857.0008297379986,1
2274,2836.6110194027524,1
2275,2816.417322882926,1
2276,2795.6653038303475,1
2277,2775.123763342395,1
2278,2754.7906199373087,1
2279,2734.663817031676,1
2280,2714.741322636053,1
2281,2695.025994672676,1
2282,2675.4893489216597,1
2283,2656.1297974550653,1
2284,2636.9457691251173,1
2285,2617.935709385117,1
2286,2599.47864471758,1
2287,2581.1957210674154,1
2288,2563.085031268141,1
2289,2545.144693670212,1
2290,2527.3728517276845,1
2291,2509.838454098811,1
2292,2492.529281076338,1
2293,2475.4439948163576,1
2294,2458.5812926871727,1
2295,2441.9399071689136,1
2296,2425.373389573347,1
2297,2409.0227695441945,1
2298,2392.8871045935084,1
2299,2376.9654857746564,1
2300,2361.257037750337,1
1750,NA,2
1751,NA,2
1752,NA,2
1753,NA,2
1754,NA,2
1755,NA,2
1756,NA,2
1757,NA,2
1758,NA,2
1759,NA,2
1760,NA,2
1761,NA,2
1762,NA,2
1763,NA,2
1764,NA,2
1765,NA,2
1766,NA,2
1767,NA,2
1768,NA,2
1769,NA,2
1770,NA,2
1771,NA,2
1772,NA,2
1773,NA,2
1774,NA,2
1775,NA,2
1776,NA,2
1777,NA,2
1778,NA,2
1779,NA,2
1780,NA,2
1781,NA,2
1782,NA,2
1783,NA,2
1784,NA,2
1785,NA,2
1786,NA,2
1787,NA,2
1788,NA,2
1789,NA,2
1790,NA,2
1791,NA,2
1792,NA,2
1793,NA,2
1794,NA,2
1795,NA,2
1796,NA,2
1797,NA,2
1798,NA,2
1799,NA,2
1800,NA,2
1801,NA,2
1802,NA,2
1803,NA,2
1804,NA,2
1805,NA,2
1806,NA,2
1807,NA,2
1808,NA,2
1809,NA,2
1810,NA,2
1811,NA,2
1812,NA,2
1813,NA,2
1814,NA,2
1815,NA,2
1816,NA,2
1817,NA,2
1818,NA,2
1819,NA,2
1820,NA,2
1821,NA,2
1822,NA,2
1823,NA,2
1824,NA,2
1825,NA,2
1826,NA,2
1827,NA,2
1828,NA,2
1829,NA,2
1830,NA,2
1831,NA,2
1832,NA,2
1833,NA,2
1834,NA,2
1835,NA,2
1836,NA,2
1837,NA,2
1838,NA,2
1839,NA,2
1840,NA,2
1841,NA,2
1842,NA,2
1843,NA,2
1844,NA,2
1845,NA,2
1846,NA,2
1847,NA,2
1848,NA,2
1849,NA,2
1850,NA,2
1851,NA,2
1852,NA,2
1853,NA,2
1854,NA,2
1855,NA,2
1856,NA,2
1857,NA,2
1858,NA,2
1859,NA,2
1860,NA,2
1861,NA,2
1862,NA,2
1863,NA,2
1864,NA,2
1865,NA,2
1866,NA,2
1867,NA,2
1868,NA,2
1869,NA,2
1870,NA,2
1871,NA,2
1872,NA,2
1873,NA,2
1874,NA,2
1875,NA,2
1876,NA,2
1877,NA,2
1878,NA,2
1879,NA,2
1880,NA,2
1881,NA,2
1882,NA,2
1883,NA,2
1884,NA,2
1885,NA,2
1886,NA,2
1887,NA,2
1888,NA,2
1889,NA,2
1890,NA,2
1891,NA,2
1892,NA,2
1893,NA,2
1894,NA,2
1895,NA,2
1896,NA,2
1897,NA,2
1898,NA,2
1899,NA,2
1900,NA,2
1901,NA,2
1902,NA,2
1903,NA,2
1904,NA,2
1905,NA,2
1906,NA,2
1907,NA,2
1908,NA,2
1909,NA,2
1910,NA,2
1911,NA,2
1912,NA,2
1913,NA,2
1914,NA,2
1915,NA,2
1916,NA,2
1917,NA,2
1918,NA,2
1919,NA,2
1920,NA,2
1921,NA,2
1922,NA,2
1923,NA,2
1924,NA,2
1925,NA,2
1926,NA,2
1927,NA,2
1928,NA,2
1929,NA,2
1930,NA,2
1931,NA,2
1932,NA,2
1933,NA,2
1934,NA,2
1935,NA,2
1936,NA,2
1937,NA,2
1938,NA,2
1939,NA,2
1940,NA,2
1941,NA,2
1942,NA,2
1943,NA,2
1944,NA,2
1945,NA,2
1946,NA,2
1947,NA,2
1948,NA,2
1949,NA,2
1950,NA,2
1951,NA,2
1952,NA,2
1953,NA,2
1954,NA,2
1955,NA,2
1956,NA,2
1957,NA,2
1958,NA,2
1959,NA,2
1960,NA,2
1961,NA,2
1962,NA,2
1963,NA,2
1964,NA,2
1965,NA,2
1966,NA,2
1967,NA,2
1968,NA,2
1969,NA,2
1970,NA,2
1971,NA,2
1972,NA,2
1973,NA,2
1974,NA,2
1975,NA,2
1976,NA,2
1977,NA,2
1978,NA,2
1979,NA,2
1980,NA,2
1981,NA,2
1982,NA,2
1983,NA,2
1984,NA,2
1985,NA,2
1986,NA,2
1987,NA,2
1988,NA,2
1989,NA,2
1990,NA,2
1991,NA,2
1992,NA,2
1993,NA,2
1994,NA,2
1995,NA,2
1996,NA,2
1997,NA,2
1998,NA,2
1999,NA,2
2000,NA,2
2001,NA,2
2002,NA,2
2003,NA,2
2004,NA,2
2005,NA,2
2006,NA,2
2007,NA,2
2008,NA,2
2009,NA,2
2010,NA,2
2011,NA,2
2012,NA,2
2013,NA,2
2014,NA,2
2015,NA,2
2016,NA,2
2017,NA,2
2018,NA,2
2019,NA,2
2020,7752.698916000001,2
2021,7828.476771276736,2
2022,7905.6853926849935,2
2023,7984.358725680093,2
2024,8064.531690068001,2
2025,8146.240210489247,2
2026,8223.90413554824,2
2027,8303.027731733899,2
2028,8383.645572413883,2
2029,8465.793225731284,2
2030,8549.507286398393,2
2031,8619.560811174111,2
2032,8691.069730506373,2
2033,8764.075298626854,2
2034,8838.620292413185,2
2035,8914.749077758921,2
2036,8983.4224764251,2
2037,9053.569626941882,2
2038,9125.226381782142,2
2039,9198.429634277212,2
2040,9273.217350937726,2
2041,9334.77071851247,2
2042,9397.687592649263,2
2043,9462.002159952397,2
2044,9527.74964325087,2
2045,9594.966335496765,2
2046,9654.10037459952,2
2047,9714.528415551727,2
2048,9776.278091879944,2
2049,9839.377741202568,2
2050,9903.856423972844,2
2051,9954.77541905922,2
2052,10006.999504289644,2
2053,10060.558513652379,2
2054,10115.48317847185,2
2055,10171.805156737282,2
2056,10219.053989184078,2
2057,10267.49564254649,2
2058,10317.154876565904,2
2059,10368.057107451166,2
2060,10420.228425418241,2
2061,10456.092182984972,2
2062,10493.173703320237,2
2063,10531.496421733947,2
2064,10571.084419961726,2
2065,10611.96244367468,2
2066,10650.312243950077,2
2067,10689.953242158099,2
2068,10730.91255216911,2
2069,10773.218087342575,2
2070,10816.898584304254,2
2071,10859.671463372706,2
2072,10903.972941320122,2
2073,10949.838290918364,2
2074,10997.303874678659,2
2075,11046.40717934422,2
2076,11089.324015262462,2
2077,11133.530788208487,2
2078,11179.051898781994,2
2079,11225.91240176736,2
2080,11274.138023389814,2
2081,11320.476625505946,2
2082,11368.19922165496,2
2083,11417.330675308374,2
2084,11467.896468190474,2
2085,11519.922715358716,2
2086,11562.305986852478,2
2087,11606.123045474284,2
2088,11651.399399190526,2
2089,11698.16124287085,2
2090,11746.435476802753,2
2091,11796.2083854362,2
2092,11847.515383991578,2
2093,11900.386753696755,2
2094,11954.85361640702,2
2095,12010.947957542512,2
2096,12060.594142874483,2
2097,12111.987469664924,2
2098,12165.165737659107,2
2099,12220.167953648164,2
2100,12277.03437143074,2
2101,12328.8310735577,2
2102,12382.372697689143,2
2103,12437.693253968539,2
2104,12494.82768018314,2
2105,12553.811865494674,2
2106,12600.547364633869,2
2107,12648.597925856646,2
2108,12697.982569795942,2
2109,12748.72076284631,2
2110,12800.832426458312,2
2111,12860.963565648412,2
2112,12922.591801054608,2
2113,12985.739834893613,2
