"time","lws_sea_level","trialnum"
1884,0.0,1
1885,0.0,1
1886,0.0,1
1887,0.0,1
1888,0.0,1
1889,0.0,1
1890,0.0,1
1891,0.0,1
1892,0.0,1
1893,0.0,1
1894,0.0,1
1895,0.0,1
1896,0.0,1
1897,0.0,1
1898,0.0,1
1899,0.0,1
1900,0.0,1
1901,0.0,1
1902,0.0,1
1903,0.0,1
1904,0.0,1
1905,0.0,1
1906,0.0,1
1907,0.0,1
1908,0.0,1
1909,0.0,1
1910,0.0,1
1911,0.0,1
1912,0.0,1
1913,0.0,1
1914,0.0,1
1915,0.0,1
1916,0.0,1
1917,0.0,1
1918,0.0,1
1919,0.0,1
1920,0.0,1
1921,0.0,1
1922,0.0,1
1923,0.0,1
1924,0.0,1
1925,0.0,1
1926,0.0,1
1927,0.0,1
1928,0.0,1
1929,0.0,1
1930,0.0,1
1931,0.0,1
1932,0.0,1
1933,0.0,1
1934,0.0,1
1935,0.0,1
1936,0.0,1
1937,0.0,1
1938,0.0,1
1939,0.0,1
1940,0.0,1
1941,0.0,1
1942,0.0,1
1943,0.0,1
1944,0.0,1
1945,0.0,1
1946,0.0,1
1947,0.0,1
1948,0.0,1
1949,0.0,1
1950,0.0,1
1951,0.0,1
1952,0.0,1
1953,0.0,1
1954,0.0,1
1955,0.0,1
1956,0.0,1
1957,0.0,1
1958,0.0,1
1959,0.0,1
1960,0.0,1
1961,0.0,1
1962,0.0,1
1963,0.0,1
1964,0.0,1
1965,0.0,1
1966,0.0,1
1967,0.0,1
1968,0.0,1
1969,0.0,1
1970,0.0,1
1971,0.0,1
1972,0.0,1
1973,0.0,1
1974,0.0,1
1975,0.0,1
1976,0.0,1
1977,0.0,1
1978,0.0,1
1979,0.0,1
1980,0.0,1
1981,0.0,1
1982,0.0,1
1983,0.0,1
1984,0.0,1
1985,0.0,1
1986,0.0,1
1987,0.0,1
1988,0.0,1
1989,0.0,1
1990,0.0,1
1991,0.0,1
1992,0.0,1
1993,0.0,1
1994,0.0,1
1995,0.0,1
1996,0.0,1
1997,0.0,1
1998,0.0,1
1999,0.0,1
2000,0.0,1
2001,0.0,1
2002,0.0,1
2003,0.0,1
2004,0.0,1
2005,0.0,1
2006,0.0,1
2007,0.0,1
2008,0.0,1
2009,0.0,1
2010,0.0,1
2011,0.0,1
2012,0.0,1
2013,0.0,1
2014,0.0,1
2015,0.0,1
2016,0.0,1
2017,0.0,1
2018,0.0,1
2019,0.0002789739098690512,1
2020,0.0006404086729467895,1
2021,0.0008161508530076163,1
2022,0.001145943218520578,1
2023,0.0014505848125772479,1
2024,0.0020825669844049674,1
2025,0.0022911556058173104,1
2026,0.0024555246488839155,1
2027,0.0023988113491632667,1
2028,0.0025341691688330285,1
2029,0.002902451689830961,1
2030,0.002845445055790975,1
2031,0.003042575255041243,1
2032,0.0033394068623403897,1
2033,0.003909500179310157,1
2034,0.004194586566665523,1
2035,0.004687390874559246,1
2036,0.005296028749991742,1
2037,0.005491207259381536,1
2038,0.00603654721124948,1
2039,0.006321445851031809,1
2040,0.006576314677266411,1
2041,0.0068409247183037255,1
2042,0.007271362656503768,1
2043,0.007935344086874033,1
2044,0.008329142925503873,1
2045,0.008765564250015323,1
2046,0.009149820984833608,1
2047,0.009615626050648913,1
2048,0.010025912949952084,1
2049,0.010350679616370423,1
2050,0.010866764339394023,1
2051,0.011112262317741949,1
2052,0.011352746527474582,1
2053,0.011733545711074218,1
2054,0.011915341159731115,1
2055,0.012473365619955865,1
2056,0.012921367654346469,1
2057,0.012954091887147894,1
2058,0.013631747331474965,1
2059,0.013919966237137054,1
2060,0.014658794834561357,1
2061,0.014972898208073487,1
2062,0.015101500439332144,1
2063,0.015606861490427228,1
2064,0.015679937262297543,1
2065,0.01608399733779759,1
2066,0.01633100843185836,1
2067,0.01711049948280789,1
2068,0.017369958563226248,1
2069,0.01752785868180099,1
2070,0.01778149151535916,1
2071,0.018135006105785924,1
2072,0.01823385425416074,1
2073,0.018192565717615496,1
2074,0.018360232403016288,1
2075,0.018750194725392466,1
2076,0.01901848262901177,1
2077,0.019317030727157278,1
2078,0.01956335202512218,1
2079,0.020030168567698993,1
2080,0.020404138796677053,1
2081,0.020630537216495087,1
2082,0.02067930634156186,1
2083,0.020900721431972157,1
2084,0.021503235218604033,1
2085,0.021623972740662873,1
2086,0.021829668300622312,1
2087,0.02245133034958335,1
2088,0.022760687280462065,1
2089,0.023295944469477047,1
2090,0.023803311280985368,1
2091,0.023895688787969986,1
2092,0.02430057344670237,1
2093,0.024653293407148485,1
2094,0.02487738339455571,1
2095,0.025282645949020303,1
2096,0.025461348872860275,1
2097,0.025849110166026503,1
2098,0.02617084104156773,1
2099,0.02660582677323938,1
2100,0.02717584661968428,1
2101,0.027519812526853364,1
2102,0.02798459004678279,1
2103,0.028072551947193304,1
2104,0.02829976203646064,1
2105,0.028624985165857104,1
2106,0.028688661864274587,1
2107,0.028967723917595993,1
2108,0.029116632137630525,1
2109,0.029300762280555392,1
2110,0.029845342365441653,1
2111,0.0301771581882686,1
2112,0.030701084438552788,1
2113,0.031104426590423836,1
2114,0.0312518606432491,1
2115,0.03160453600677923,1
2116,0.031991284038291594,1
2117,0.03244318940718552,1
2118,0.03265887800132006,1
2119,0.033027986853892015,1
2120,0.03347301009787018,1
2121,0.03380209606592819,1
2122,0.0341777975995923,1
2123,0.03467645188039662,1
2124,0.034809303372274676,1
2125,0.03536638716167859,1
2126,0.03594307056997315,1
2127,0.03639198997392677,1
2128,0.036846108337809165,1
2129,0.03706727510102139,1
2130,0.0375864787875861,1
2131,0.03783264000068227,1
2132,0.038306569285361226,1
2133,0.03855038351249669,1
2134,0.03884968038745761,1
2135,0.038962919391157695,1
2136,0.0388994232823525,1
2137,0.039274448587829004,1
2138,0.03974825976685544,1
2139,0.039964034997934175,1
2140,0.040324449735253655,1
2141,0.04044580040700439,1
2142,0.04069110400373753,1
2143,0.04090072179232803,1
2144,0.04132572181071482,1
2145,0.04146844414726052,1
2146,0.04171869103652968,1
2147,0.04227393907721386,1
2148,0.04280531565495616,1
2149,0.043312193674535454,1
2150,0.04337835894904818,1
2151,0.043576216876664006,1
2152,0.04378813757173597,1
2153,0.044236022302157604,1
2154,0.04455988825687177,1
2155,0.044726742519433635,1
2156,0.04509798863689078,1
2157,0.0454908009841748,1
2158,0.04557670961351723,1
2159,0.045904241022267936,1
2160,0.04612244314884138,1
2161,0.046234479101724825,1
2162,0.04667245375561124,1
2163,0.046939355650594324,1
2164,0.047113082610024726,1
2165,0.04747804934224822,1
2166,0.04783106645530652,1
2167,0.048300969081417344,1
2168,0.048697230156908494,1
2169,0.048954726518325366,1
2170,0.04894997675766596,1
2171,0.049322625896156415,1
2172,0.04962497860955308,1
2173,0.049863435359075184,1
2174,0.050051515039399176,1
2175,0.05028345621571519,1
2176,0.05047598493862111,1
2177,0.05098908344276891,1
2178,0.05124022446240629,1
2179,0.051387889705607856,1
2180,0.051341695179854166,1
2181,0.051840649311790485,1
2182,0.05218377634150134,1
2183,0.05238660186682267,1
2184,0.05261027507894472,1
2185,0.05294292039110277,1
2186,0.0528670481175427,1
2187,0.05321214420316818,1
2188,0.053525046149269284,1
2189,0.05374549574904339,1
2190,0.05403119678564402,1
2191,0.05399349005248755,1
2192,0.05428223783496286,1
2193,0.054767979020154324,1
2194,0.054801413835895776,1
2195,0.055179998406390325,1
2196,0.05561658793840537,1
2197,0.05594415703598736,1
2198,0.05623556771499166,1
2199,0.056951072369104315,1
2200,0.057205982734339425,1
2201,0.05767048030115022,1
2202,0.05763263795573907,1
2203,0.05775986214027689,1
2204,0.05811975779135151,1
2205,0.0584370833992964,1
2206,0.05901022442798841,1
2207,0.059066229984686025,1
2208,0.05921184374287851,1
2209,0.05950425397617103,1
2210,0.06014977702745311,1
2211,0.06030215003292502,1
2212,0.060539981290634606,1
2213,0.06067342923405888,1
2214,0.06111576674244718,1
2215,0.06129382412341371,1
2216,0.061468235823022986,1
2217,0.06189714454541808,1
2218,0.0619959825928584,1
2219,0.06244928106596965,1
2220,0.06257783059993274,1
2221,0.06280937181136469,1
2222,0.06310208151867154,1
2223,0.06335130014922027,1
2224,0.06345507691705056,1
2225,0.06378059857906745,1
2226,0.0639468325216158,1
2227,0.06419194922398538,1
2228,0.06419524823868585,1
2229,0.06458599484093483,1
2230,0.06477780743329456,1
2231,0.06503105741663873,1
2232,0.06520122456392867,1
2233,0.06533093615543423,1
2234,0.06566983203097863,1
2235,0.06607303785721631,1
2236,0.06647188678488856,1
2237,0.06674581856945927,1
2238,0.06721128973058851,1
2239,0.0674791463532603,1
2240,0.0679780038164819,1
2241,0.06810226411824835,1
2242,0.0684458583434743,1
2243,0.06892053952926905,1
2244,0.06944073047753409,1
2245,0.06986093863208515,1
2246,0.07020675189428345,1
2247,0.07032887137678567,1
2248,0.0704640057512703,1
2249,0.07063373037575654,1
2250,0.07103837288297528,1
2251,0.07122188719037585,1
2252,0.07135611300568596,1
2253,0.07154910429931405,1
2254,0.07175260705114127,1
2255,0.07198329234274999,1
2256,0.07228247274485293,1
2257,0.07243001002755341,1
2258,0.07259580706168603,1
2259,0.0727769539298099,1
2260,0.07309864490708337,1
2261,0.07331555519886786,1
2262,0.07338406480156272,1
2263,0.07360900714929422,1
2264,0.07415980228231457,1
2265,0.07440041410527305,1
2266,0.07470107875573968,1
2267,0.07527386153818938,1
2268,0.07558193334664778,1
2269,0.07579245082769505,1
2270,0.07610284308588723,1
2271,0.07637099230923212,1
2272,0.07657692506693853,1
2273,0.07678914127229669,1
2274,0.07698545328067083,1
2275,0.07717030057742684,1
2276,0.07715105656172797,1
2277,0.07788500752374704,1
2278,0.07832295934248165,1
2279,0.0785233597923229,1
2280,0.07930848439906153,1
2281,0.07971064393945618,1
2282,0.08001276959293185,1
2283,0.08040010822570337,1
2284,0.08036087913115789,1
2285,0.08026242728230971,1
2286,0.08044271895250978,1
2287,0.08100818668300641,1
2288,0.08106389997521016,1
2289,0.08125827806776985,1
2290,0.08145211547304088,1
2291,0.08175946099462922,1
2292,0.08184279517186815,1
2293,0.08255405407313614,1
2294,0.08308056712244849,1
2295,0.0832273736274004,1
2296,0.08339247225240724,1
2297,0.08337422506352377,1
2298,0.08398937297440527,1
2299,0.08422033805812336,1
2300,0.08423685342901939,1
1750,NA,2
1751,NA,2
1752,NA,2
1753,NA,2
1754,NA,2
1755,NA,2
1756,NA,2
1757,NA,2
1758,NA,2
1759,NA,2
1760,NA,2
1761,NA,2
1762,NA,2
1763,NA,2
1764,NA,2
1765,NA,2
1766,NA,2
1767,NA,2
1768,NA,2
1769,NA,2
1770,NA,2
1771,NA,2
1772,NA,2
1773,NA,2
1774,NA,2
1775,NA,2
1776,NA,2
1777,NA,2
1778,NA,2
1779,NA,2
1780,NA,2
1781,NA,2
1782,NA,2
1783,NA,2
1784,NA,2
1785,NA,2
1786,NA,2
1787,NA,2
1788,NA,2
1789,NA,2
1790,NA,2
1791,NA,2
1792,NA,2
1793,NA,2
1794,NA,2
1795,NA,2
1796,NA,2
1797,NA,2
1798,NA,2
1799,NA,2
1800,NA,2
1801,NA,2
1802,NA,2
1803,NA,2
1804,NA,2
1805,NA,2
1806,NA,2
1807,NA,2
1808,NA,2
1809,NA,2
1810,NA,2
1811,NA,2
1812,NA,2
1813,NA,2
1814,NA,2
1815,NA,2
1816,NA,2
1817,NA,2
1818,NA,2
1819,NA,2
1820,NA,2
1821,NA,2
1822,NA,2
1823,NA,2
1824,NA,2
1825,NA,2
1826,NA,2
1827,NA,2
1828,NA,2
1829,NA,2
1830,NA,2
1831,NA,2
1832,NA,2
1833,NA,2
1834,NA,2
1835,NA,2
1836,NA,2
1837,NA,2
1838,NA,2
1839,NA,2
1840,NA,2
1841,NA,2
1842,NA,2
1843,NA,2
1844,NA,2
1845,NA,2
1846,NA,2
1847,NA,2
1848,NA,2
1849,NA,2
1850,0.0,2
1851,0.0,2
1852,0.0,2
1853,0.0,2
1854,0.0,2
1855,0.0,2
1856,0.0,2
1857,0.0,2
1858,0.0,2
1859,0.0,2
1860,0.0,2
1861,0.0,2
1862,0.0,2
1863,0.0,2
1864,0.0,2
1865,0.0,2
1866,0.0,2
1867,0.0,2
1868,0.0,2
1869,0.0,2
1870,0.0,2
1871,0.0,2
1872,0.0,2
1873,0.0,2
1874,0.0,2
1875,0.0,2
1876,0.0,2
1877,0.0,2
1878,0.0,2
1879,0.0,2
1880,0.0,2
1881,0.0,2
1882,0.0,2
1883,0.0,2
1884,0.0,2
1885,0.0,2
1886,0.0,2
1887,0.0,2
1888,0.0,2
1889,0.0,2
1890,0.0,2
1891,0.0,2
1892,0.0,2
1893,0.0,2
1894,0.0,2
1895,0.0,2
1896,0.0,2
1897,0.0,2
1898,0.0,2
1899,0.0,2
1900,0.0,2
1901,0.0,2
1902,0.0,2
1903,0.0,2
1904,0.0,2
1905,0.0,2
1906,0.0,2
1907,0.0,2
1908,0.0,2
1909,0.0,2
1910,0.0,2
1911,0.0,2
1912,0.0,2
1913,0.0,2
1914,0.0,2
1915,0.0,2
1916,0.0,2
1917,0.0,2
1918,0.0,2
1919,0.0,2
1920,0.0,2
1921,0.0,2
1922,0.0,2
1923,0.0,2
1924,0.0,2
1925,0.0,2
1926,0.0,2
1927,0.0,2
1928,0.0,2
1929,0.0,2
1930,0.0,2
1931,0.0,2
1932,0.0,2
1933,0.0,2
1934,0.0,2
1935,0.0,2
1936,0.0,2
1937,0.0,2
1938,0.0,2
1939,0.0,2
1940,0.0,2
1941,0.0,2
1942,0.0,2
1943,0.0,2
1944,0.0,2
1945,0.0,2
1946,0.0,2
1947,0.0,2
1948,0.0,2
1949,0.0,2
1950,0.0,2
1951,0.0,2
1952,0.0,2
1953,0.0,2
1954,0.0,2
1955,0.0,2
1956,0.0,2
1957,0.0,2
1958,0.0,2
1959,0.0,2
1960,0.0,2
1961,0.0,2
1962,0.0,2
1963,0.0,2
1964,0.0,2
1965,0.0,2
1966,0.0,2
1967,0.0,2
1968,0.0,2
1969,0.0,2
1970,0.0,2
1971,0.0,2
1972,0.0,2
1973,0.0,2
1974,0.0,2
1975,0.0,2
1976,0.0,2
1977,0.0,2
1978,0.0,2
1979,0.0,2
1980,0.0,2
1981,0.0,2
1982,0.0,2
1983,0.0,2
1984,0.0,2
1985,0.0,2
1986,0.0,2
1987,0.0,2
1988,0.0,2
1989,0.0,2
1990,0.0,2
1991,0.0,2
1992,0.0,2
1993,0.0,2
1994,0.0,2
1995,0.0,2
1996,0.0,2
1997,0.0,2
1998,0.0,2
1999,0.0,2
2000,0.0,2
2001,0.0,2
2002,0.0,2
2003,0.0,2
2004,0.0,2
2005,0.0,2
2006,0.0,2
2007,0.0,2
2008,0.0,2
2009,0.0,2
2010,0.0,2
2011,0.0,2
2012,0.0,2
2013,0.0,2
2014,0.0,2
2015,0.0,2
2016,0.0,2
2017,0.0,2
2018,0.0,2
2019,0.0002616338713373018,2
2020,0.0003408802555819328,2
2021,0.0007631958322704255,2
2022,0.0009827396893056564,2
2023,0.0013343521770434361,2
2024,0.001719188878527895,2
2025,0.0025094103680554022,2
2026,0.002869714981203298,2
2027,0.0032838885606752536,2
2028,0.00370979258801363,2
2029,0.00391752898355471,2
2030,0.003705757714053207,2
2031,0.004026993099239851,2
2032,0.004249673820094857,2
2033,0.00439556786717453,2
2034,0.004957635092015631,2
2035,0.005151319091740202,2
2036,0.00550392340003449,2
2037,0.005812916321841295,2
2038,0.006080329135127286,2
2039,0.0063407927665151045,2
2040,0.006649267293753129,2
2041,0.0068844246185536685,2
2042,0.007097706377995867,2
2043,0.007263132247139346,2
2044,0.007647711098438858,2
2045,0.008038733362044154,2
2046,0.008583810554045153,2
2047,0.008615360104537813,2
2048,0.00895334577719922,2
2049,0.009228749194417093,2
2050,0.009302846990158015,2
2051,0.009658308457868551,2
2052,0.010054967445828091,2
2053,0.010358348565995773,2
2054,0.010644304271340724,2
2055,0.0113549489883623,2
2056,0.011710425597556409,2
2057,0.012111570968949638,2
2058,0.012294195311283713,2
2059,0.012958912038728298,2
2060,0.013417000423386685,2
2061,0.013912803461490845,2
2062,0.014105081130714674,2
2063,0.014684393284150846,2
2064,0.01496910162245063,2
2065,0.015144584690200908,2
2066,0.015462383412548934,2
2067,0.016034296708005942,2
2068,0.016299602277887286,2
2069,0.016664359268844294,2
2070,0.01687925500540352,2
2071,0.017297242301696766,2
2072,0.01731234067514117,2
2073,0.01777734488318904,2
2074,0.018088640055374965,2
2075,0.018294738894540048,2
2076,0.018625653440540107,2
2077,0.018903743044594155,2
2078,0.019095080571758002,2
2079,0.019268597132783644,2
2080,0.019550837841642594,2
2081,0.019910706529988945,2
2082,0.02049837394222736,2
2083,0.021073709126078213,2
2084,0.02150605522635448,2
2085,0.021492440973413445,2
2086,0.02195503351025961,2
2087,0.022339240889969796,2
2088,0.02259063927373409,2
2089,0.0229901080310639,2
2090,0.023490883119936207,2
2091,0.02365211553516841,2
2092,0.023846113532260602,2
2093,0.024249766688215043,2
2094,0.02450418815186137,2
2095,0.024618487729452153,2
2096,0.02489775621680828,2
2097,0.025529181818102473,2
2098,0.025709363247401723,2
2099,0.026195529481242607,2
2100,0.02648950490655092,2
2101,0.026576173371975598,2
2102,0.02674271996940259,2
2103,0.026699366476118702,2
2104,0.02688239021820951,2
2105,0.027019535195615233,2
2106,0.027303275420748317,2
2107,0.02758011101163772,2
2108,0.02809829342444448,2
2109,0.028636129572879105,2
2110,0.028919217762934935,2
2111,0.02904935986936944,2
2112,0.0291565504812285,2
2113,0.029645670303232948,2
2114,0.029805280667800815,2
2115,0.030057580304834512,2
2116,0.030683702653263797,2
2117,0.03123531984291282,2
2118,0.03145757134019047,2
2119,0.03221009539617777,2
2120,0.032544726430513565,2
2121,0.03305978014387911,2
2122,0.03327291366171404,2
2123,0.03346593887775403,2
2124,0.033618034873760874,2
2125,0.03381768506162694,2
2126,0.034354610529017025,2
2127,0.03453663803917786,2
2128,0.03473976746641962,2
2129,0.03487137358212491,2
2130,0.03494479027710289,2
2131,0.03520426474210935,2
2132,0.03538812841771684,2
2133,0.03592236392371632,2
2134,0.03637974014909786,2
2135,0.036768419260101666,2
2136,0.03736900404612133,2
2137,0.03798744081083798,2
2138,0.03824738980440188,2
2139,0.038554165488149876,2
2140,0.03895153906894871,2
2141,0.038879284171168246,2
2142,0.039446983213579555,2
2143,0.039933039282012105,2
2144,0.040340026495294994,2
2145,0.04062284209452495,2
2146,0.040782460088367604,2
2147,0.04114533242685834,2
2148,0.04175785177164448,2
2149,0.042169966224175924,2
2150,0.04246009862073414,2
2151,0.042379890586619305,2
2152,0.0425303643977578,2
2153,0.04304722622407526,2
2154,0.043242066166474726,2
2155,0.043417767441517874,2
2156,0.043605764119270585,2
2157,0.043918303432823796,2
2158,0.04428560048064122,2
2159,0.044711869665778226,2
2160,0.0448322840913809,2
2161,0.04491880808034546,2
2162,0.045526902678394515,2
2163,0.04573824158256596,2
2164,0.04578455503957815,2
2165,0.04604303341410332,2
2166,0.046474753807104995,2
2167,0.04691416844137888,2
2168,0.04726627729651403,2
2169,0.04773959688758995,2
2170,0.048116114365368105,2
2171,0.048670205678708604,2
2172,0.04882337036603941,2
2173,0.04928185252634654,2
2174,0.04943934278099823,2
2175,0.04990493329349128,2
2176,0.05031656988212094,2
2177,0.05077045319579485,2
2178,0.05105816715697931,2
2179,0.051108428266168016,2
2180,0.05122016762814563,2
2181,0.05183252927665014,2
2182,0.052440124602125764,2
2183,0.05253882238041013,2
2184,0.052636654175458694,2
2185,0.05287837379383809,2
2186,0.05354160879797626,2
2187,0.053882872274385464,2
2188,0.054235008033984636,2
2189,0.05488160745866163,2
2190,0.055085583540811486,2
2191,0.055455340765841715,2
2192,0.0557764974476645,2
2193,0.05629220141900196,2
2194,0.05633689727100699,2
2195,0.05691249382867006,2
2196,0.0575174281878492,2
2197,0.05800163752682961,2
2198,0.05878607808300477,2
2199,0.05898491877483269,2
2200,0.059182499035883886,2
2201,0.05935389884311365,2
2202,0.0597558453162564,2
2203,0.06005671148451977,2
2204,0.06055325413148936,2
2205,0.06088670963791017,2
2206,0.06130666125391639,2
2207,0.06171563617770442,2
2208,0.061897990320415416,2
2209,0.06234714393183581,2
2210,0.06260627643990428,2
2211,0.06281052588186935,2
2212,0.06297885308572357,2
2213,0.0637095241625791,2
2214,0.06389164440552313,2
2215,0.06432328064185608,2
2216,0.06482262012297416,2
2217,0.06520793073774601,2
2218,0.06550478839140854,2
2219,0.06557297716776174,2
2220,0.06572872144745916,2
2221,0.06640820279973449,2
2222,0.06687489020136575,2
2223,0.0675332842443621,2
2224,0.06796833018746065,2
2225,0.06823724327869184,2
2226,0.0684568749911619,2
2227,0.06872489665239588,2
2228,0.0688840729965536,2
2229,0.06908341911570445,2
2230,0.06959503251751964,2
2231,0.06992042280268415,2
2232,0.07015946611195008,2
2233,0.07061483334286353,2
2234,0.0709136569962324,2
2235,0.07120678486487583,2
2236,0.07110085174369801,2
2237,0.07158075587006578,2
2238,0.07195371221255181,2
2239,0.07218881120722583,2
2240,0.07224652966202552,2
2241,0.0723273595513004,2
2242,0.07273764120538583,2
2243,0.07318104986046774,2
2244,0.07328701915295396,2
2245,0.07393672142186565,2
2246,0.07446500629104622,2
2247,0.0745030100695322,2
2248,0.07481697439620916,2
2249,0.0751159233338326,2
2250,0.07565746188156092,2
2251,0.07599983842093024,2
2252,0.07630833164222117,2
2253,0.07631951525168444,2
2254,0.07667854578294414,2
2255,0.07686117877298558,2
2256,0.07716516820278302,2
2257,0.07718594624444536,2
2258,0.07769879197309876,2
2259,0.07817405024920238,2
2260,0.0784552831066383,2
2261,0.07882687419295013,2
2262,0.07921445939578886,2
2263,0.07968287191593172,2
2264,0.07970085908862463,2
2265,0.08008845214036613,2
2266,0.08058714424028712,2
2267,0.08151098840317979,2
2268,0.0817598459857559,2
2269,0.0821525607122629,2
2270,0.08243137277691666,2
2271,0.08286894582528609,2
2272,0.08293327609785114,2
2273,0.08307174536526636,2
2274,0.08332565444413113,2
2275,0.0833627166565924,2
2276,0.08359689566868442,2
2277,0.08376109219756026,2
2278,0.08409672687634683,2
2279,0.08416800498991664,2
2280,0.08437769204520133,2
2281,0.08474714113792133,2
2282,0.08516834831882278,2
2283,0.08558908949662677,2
2284,0.08591297477963543,2
2285,0.08593106640893325,2
2286,0.08620714017698389,2
2287,0.0863793195113989,2
2288,0.08706938773421306,2
2289,0.0878667427341287,2
2290,0.08794547137351794,2
2291,0.08819726073642012,2
2292,0.08862265229005081,2
2293,0.08911291385221892,2
2294,0.08922779748338704,2
2295,0.08958527565139653,2
2296,0.0897426377073426,2
2297,0.09005292419568624,2
2298,0.09057607950259733,2
2299,0.09107758321197766,2
2300,0.09124902758012597,2
1750,NA,3
1751,NA,3
1752,NA,3
1753,NA,3
1754,NA,3
1755,NA,3
1756,NA,3
1757,NA,3
1758,NA,3
1759,NA,3
1760,NA,3
1761,NA,3
1762,NA,3
1763,NA,3
1764,NA,3
1765,NA,3
1766,NA,3
1767,NA,3
1768,NA,3
1769,NA,3
1770,NA,3
1771,NA,3
1772,NA,3
1773,NA,3
1774,NA,3
1775,NA,3
1776,NA,3
1777,NA,3
1778,NA,3
1779,NA,3
1780,NA,3
1781,NA,3
1782,NA,3
1783,NA,3
1784,NA,3
1785,NA,3
1786,NA,3
1787,NA,3
1788,NA,3
1789,NA,3
1790,NA,3
1791,NA,3
1792,NA,3
1793,NA,3
1794,NA,3
1795,NA,3
1796,NA,3
1797,NA,3
1798,NA,3
1799,NA,3
1800,NA,3
1801,NA,3
1802,NA,3
1803,NA,3
1804,NA,3
1805,NA,3
1806,NA,3
1807,NA,3
1808,NA,3
1809,NA,3
1810,NA,3
1811,NA,3
1812,NA,3
1813,NA,3
1814,NA,3
1815,NA,3
1816,NA,3
1817,NA,3
1818,NA,3
1819,NA,3
1820,NA,3
1821,NA,3
1822,NA,3
1823,NA,3
1824,NA,3
1825,NA,3
1826,NA,3
1827,NA,3
1828,NA,3
1829,NA,3
1830,NA,3
1831,NA,3
1832,NA,3
1833,NA,3
1834,NA,3
1835,NA,3
1836,NA,3
1837,NA,3
1838,NA,3
1839,NA,3
1840,NA,3
1841,NA,3
1842,NA,3
1843,NA,3
1844,NA,3
1845,NA,3
1846,NA,3
1847,NA,3
1848,NA,3
1849,NA,3
1850,0.0,3
1851,0.0,3
1852,0.0,3
1853,0.0,3
1854,0.0,3
1855,0.0,3
1856,0.0,3
1857,0.0,3
1858,0.0,3
1859,0.0,3
1860,0.0,3
1861,0.0,3
1862,0.0,3
1863,0.0,3
1864,0.0,3
1865,0.0,3
1866,0.0,3
1867,0.0,3
1868,0.0,3
1869,0.0,3
1870,0.0,3
1871,0.0,3
1872,0.0,3
1873,0.0,3
1874,0.0,3
1875,0.0,3
1876,0.0,3
1877,0.0,3
1878,0.0,3
1879,0.0,3
1880,0.0,3
1881,0.0,3
1882,0.0,3
1883,0.0,3
1884,0.0,3
1885,0.0,3
1886,0.0,3
1887,0.0,3
1888,0.0,3
1889,0.0,3
1890,0.0,3
1891,0.0,3
1892,0.0,3
1893,0.0,3
1894,0.0,3
1895,0.0,3
1896,0.0,3
1897,0.0,3
1898,0.0,3
1899,0.0,3
1900,0.0,3
1901,0.0,3
1902,0.0,3
1903,0.0,3
1904,0.0,3
1905,0.0,3
1906,0.0,3
1907,0.0,3
1908,0.0,3
1909,0.0,3
1910,0.0,3
1911,0.0,3
1912,0.0,3
1913,0.0,3
1914,0.0,3
1915,0.0,3
1916,0.0,3
